store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment
1,A,4,12/3/2010,37110.55,FALSE,9.594444444,0.715378255,7.838
1,A,4,1/7/2011,37947.8,FALSE,9.038888889,0.786176398,7.742
1,A,5,2/5/2010,32229.38,FALSE,5.727777778,0.679450839,8.106
1,A,5,3/5/2010,23082.14,FALSE,8.055555556,0.693451964,8.106
1,A,5,4/2/2010,29967.92,FALSE,16.81666667,0.718284149,7.808
1,A,5,5/7/2010,19260.44,FALSE,22.52777778,0.748928121,7.808
1,A,5,6/4/2010,22932.26,FALSE,27.05,0.714585738,7.808
1,A,5,7/2/2010,18887.71,FALSE,27.17222222,0.70507554,7.787
1,A,5,8/6/2010,16926.17,FALSE,30.64444444,0.693980309,7.787
1,A,5,9/3/2010,15390.52,FALSE,27.33888889,0.6807717,7.787
1,A,5,10/1/2010,23381.38,FALSE,22.16111111,0.687640176,7.838
1,A,5,11/5/2010,23903.81,FALSE,14.85555556,0.710358984,7.838
1,A,5,12/3/2010,36472.02,FALSE,9.594444444,0.715378255,7.838
1,A,5,1/7/2011,22699.69,FALSE,9.038888889,0.786176398,7.742
1,A,6,2/5/2010,5749.03,FALSE,5.727777778,0.679450839,8.106
1,A,6,3/5/2010,4221.25,FALSE,8.055555556,0.693451964,8.106
1,A,6,4/2/2010,4132.61,FALSE,16.81666667,0.718284149,7.808
1,A,6,5/7/2010,7477.7,FALSE,22.52777778,0.748928121,7.808
1,A,6,6/4/2010,5484.9,FALSE,27.05,0.714585738,7.808
1,A,6,7/2/2010,4541.91,FALSE,27.17222222,0.70507554,7.787
1,A,6,8/6/2010,4700.38,FALSE,30.64444444,0.693980309,7.787
1,A,6,9/3/2010,3553.75,FALSE,27.33888889,0.6807717,7.787
1,A,6,10/1/2010,2876.19,FALSE,22.16111111,0.687640176,7.838
1,A,6,11/5/2010,5036.99,FALSE,14.85555556,0.710358984,7.838
1,A,6,12/3/2010,6356.96,FALSE,9.594444444,0.715378255,7.838
1,A,6,1/7/2011,1376.15,FALSE,9.038888889,0.786176398,7.742
1,A,7,2/5/2010,21084.08,FALSE,5.727777778,0.679450839,8.106
1,A,7,3/5/2010,19659.7,FALSE,8.055555556,0.693451964,8.106
1,A,7,4/2/2010,22427.62,FALSE,16.81666667,0.718284149,7.808
1,A,7,5/7/2010,20457.62,FALSE,22.52777778,0.748928121,7.808
1,A,7,6/4/2010,44563.68,FALSE,27.05,0.714585738,7.808
1,A,7,7/2/2010,22589,FALSE,27.17222222,0.70507554,7.787
1,A,7,8/6/2010,21842.57,FALSE,30.64444444,0.693980309,7.787
1,A,7,9/3/2010,18005.65,FALSE,27.33888889,0.6807717,7.787
1,A,7,10/1/2010,16481.79,FALSE,22.16111111,0.687640176,7.838
1,A,7,11/5/2010,19136.58,FALSE,14.85555556,0.710358984,7.838
1,A,7,12/3/2010,47406.83,FALSE,9.594444444,0.715378255,7.838
1,A,7,1/7/2011,17516.16,FALSE,9.038888889,0.786176398,7.742
1,A,8,2/5/2010,40129.01,FALSE,5.727777778,0.679450839,8.106
1,A,8,3/5/2010,38776.09,FALSE,8.055555556,0.693451964,8.106
1,A,8,4/2/2010,38151.58,FALSE,16.81666667,0.718284149,7.808
1,A,8,5/7/2010,35393.78,FALSE,22.52777778,0.748928121,7.808
1,A,8,6/4/2010,35181.47,FALSE,27.05,0.714585738,7.808
1,A,8,7/2/2010,35580.01,FALSE,27.17222222,0.70507554,7.787
1,A,8,8/6/2010,34833.35,FALSE,30.64444444,0.693980309,7.787
1,A,8,9/3/2010,35562.68,FALSE,27.33888889,0.6807717,7.787
1,A,8,10/1/2010,34658.25,FALSE,22.16111111,0.687640176,7.838
1,A,8,11/5/2010,36182.58,FALSE,14.85555556,0.710358984,7.838
1,A,8,12/3/2010,36222.74,FALSE,9.594444444,0.715378255,7.838
1,A,8,1/7/2011,36599.46,FALSE,9.038888889,0.786176398,7.742
1,A,9,2/5/2010,16930.99,FALSE,5.727777778,0.679450839,8.106
1,A,9,3/5/2010,24064.7,FALSE,8.055555556,0.693451964,8.106
1,A,9,4/2/2010,25435.02,FALSE,16.81666667,0.718284149,7.808
1,A,9,5/7/2010,27588.34,FALSE,22.52777778,0.748928121,7.808
1,A,9,6/4/2010,36317.39,FALSE,27.05,0.714585738,7.808
1,A,9,7/2/2010,21032.55,FALSE,27.17222222,0.70507554,7.787
1,A,9,8/6/2010,19224.82,FALSE,30.64444444,0.693980309,7.787
1,A,9,9/3/2010,39639.39,FALSE,27.33888889,0.6807717,7.787
1,A,9,10/1/2010,44977.91,FALSE,22.16111111,0.687640176,7.838
1,A,9,11/5/2010,48794.36,FALSE,14.85555556,0.710358984,7.838
1,A,9,12/3/2010,21979.41,FALSE,9.594444444,0.715378255,7.838
1,A,9,1/7/2011,16131.88,FALSE,9.038888889,0.786176398,7.742
1,A,10,2/5/2010,30721.5,FALSE,5.727777778,0.679450839,8.106
1,A,10,3/5/2010,33299.27,FALSE,8.055555556,0.693451964,8.106
1,A,10,4/2/2010,31794.04,FALSE,16.81666667,0.718284149,7.808
1,A,10,5/7/2010,32902.69,FALSE,22.52777778,0.748928121,7.808
1,A,10,6/4/2010,34227.73,FALSE,27.05,0.714585738,7.808
1,A,10,7/2/2010,29779.96,FALSE,27.17222222,0.70507554,7.787
1,A,10,8/6/2010,35078.09,FALSE,30.64444444,0.693980309,7.787
1,A,10,9/3/2010,33457.07,FALSE,27.33888889,0.6807717,7.787
1,A,10,10/1/2010,29764.24,FALSE,22.16111111,0.687640176,7.838
1,A,10,11/5/2010,31543.83,FALSE,14.85555556,0.710358984,7.838
1,A,10,12/3/2010,26558.42,FALSE,9.594444444,0.715378255,7.838
1,A,10,1/7/2011,24500.27,FALSE,9.038888889,0.786176398,7.742
1,A,11,2/5/2010,24213.18,FALSE,5.727777778,0.679450839,8.106
1,A,11,3/5/2010,19082.9,FALSE,8.055555556,0.693451964,8.106
1,A,11,4/2/2010,21762.46,FALSE,16.81666667,0.718284149,7.808
1,A,11,5/7/2010,28928.31,FALSE,22.52777778,0.748928121,7.808
1,A,11,6/4/2010,36263.69,FALSE,27.05,0.714585738,7.808
1,A,11,7/2/2010,26880.74,FALSE,27.17222222,0.70507554,7.787
1,A,11,8/6/2010,37289.02,FALSE,30.64444444,0.693980309,7.787
1,A,11,9/3/2010,17303.3,FALSE,27.33888889,0.6807717,7.787
1,A,11,10/1/2010,16227.08,FALSE,22.16111111,0.687640176,7.838
1,A,11,11/5/2010,25063.26,FALSE,14.85555556,0.710358984,7.838
1,A,11,12/3/2010,29564.78,FALSE,9.594444444,0.715378255,7.838
1,A,11,1/7/2011,22496.85,FALSE,9.038888889,0.786176398,7.742
1,A,12,2/5/2010,8449.54,FALSE,5.727777778,0.679450839,8.106
1,A,12,3/5/2010,10239.06,FALSE,8.055555556,0.693451964,8.106
1,A,12,4/2/2010,12033.5,FALSE,16.81666667,0.718284149,7.808
1,A,12,5/7/2010,12761.39,FALSE,22.52777778,0.748928121,7.808
1,A,12,6/4/2010,13358.92,FALSE,27.05,0.714585738,7.808
1,A,12,7/2/2010,10720.79,FALSE,27.17222222,0.70507554,7.787
1,A,12,8/6/2010,12887.52,FALSE,30.64444444,0.693980309,7.787
1,A,12,9/3/2010,11239.43,FALSE,27.33888889,0.6807717,7.787
1,A,12,10/1/2010,9759.85,FALSE,22.16111111,0.687640176,7.838
1,A,12,11/5/2010,9345.99,FALSE,14.85555556,0.710358984,7.838
1,A,12,12/3/2010,7943.22,FALSE,9.594444444,0.715378255,7.838
1,A,12,1/7/2011,8022.82,FALSE,9.038888889,0.786176398,7.742
1,A,13,2/5/2010,41969.29,FALSE,5.727777778,0.679450839,8.106
1,A,13,3/5/2010,40423.95,FALSE,8.055555556,0.693451964,8.106
1,A,13,4/2/2010,38104.53,FALSE,16.81666667,0.718284149,7.808
1,A,13,5/7/2010,40113.4,FALSE,22.52777778,0.748928121,7.808
1,A,13,6/4/2010,41388.81,FALSE,27.05,0.714585738,7.808
1,A,13,7/2/2010,41214.94,FALSE,27.17222222,0.70507554,7.787
1,A,13,8/6/2010,42038.03,FALSE,30.64444444,0.693980309,7.787
1,A,13,9/3/2010,44863.15,FALSE,27.33888889,0.6807717,7.787
1,A,13,10/1/2010,40474.22,FALSE,22.16111111,0.687640176,7.838
1,A,13,11/5/2010,41085.66,FALSE,14.85555556,0.710358984,7.838
1,A,13,12/3/2010,36170.88,FALSE,9.594444444,0.715378255,7.838
1,A,13,1/7/2011,39764.56,FALSE,9.038888889,0.786176398,7.742
1,A,14,2/5/2010,19466.91,FALSE,5.727777778,0.679450839,8.106
1,A,14,3/5/2010,18268.78,FALSE,8.055555556,0.693451964,8.106
1,A,14,4/2/2010,14333.75,FALSE,16.81666667,0.718284149,7.808
1,A,14,5/7/2010,14460.84,FALSE,22.52777778,0.748928121,7.808
1,A,14,6/4/2010,14491.35,FALSE,27.05,0.714585738,7.808
1,A,14,7/2/2010,13494.79,FALSE,27.17222222,0.70507554,7.787
1,A,14,8/6/2010,14404.15,FALSE,30.64444444,0.693980309,7.787
1,A,14,9/3/2010,13995.39,FALSE,27.33888889,0.6807717,7.787
1,A,14,10/1/2010,12943.86,FALSE,22.16111111,0.687640176,7.838
1,A,14,11/5/2010,14092.03,FALSE,14.85555556,0.710358984,7.838
1,A,14,12/3/2010,17685.93,FALSE,9.594444444,0.715378255,7.838
1,A,14,1/7/2011,17744.78,FALSE,9.038888889,0.786176398,7.742
1,A,16,2/5/2010,10217.55,FALSE,5.727777778,0.679450839,8.106
1,A,16,3/5/2010,17129.81,FALSE,8.055555556,0.693451964,8.106
1,A,16,4/2/2010,46060.69,FALSE,16.81666667,0.718284149,7.808
1,A,16,5/7/2010,52933.2,FALSE,22.52777778,0.748928121,7.808
1,A,16,6/4/2010,47485.63,FALSE,27.05,0.714585738,7.808
1,A,16,7/2/2010,32420.4,FALSE,27.17222222,0.70507554,7.787
1,A,16,8/6/2010,24218.72,FALSE,30.64444444,0.693980309,7.787
1,A,16,9/3/2010,22888.26,FALSE,27.33888889,0.6807717,7.787
1,A,16,10/1/2010,16248.15,FALSE,22.16111111,0.687640176,7.838
1,A,16,11/5/2010,6063.75,FALSE,14.85555556,0.710358984,7.838
1,A,16,12/3/2010,4716.26,FALSE,9.594444444,0.715378255,7.838
1,A,16,1/7/2011,5324.47,FALSE,9.038888889,0.786176398,7.742
1,A,17,2/5/2010,13223.76,FALSE,5.727777778,0.679450839,8.106
1,A,17,3/5/2010,12657.65,FALSE,8.055555556,0.693451964,8.106
1,A,17,4/2/2010,9572.23,FALSE,16.81666667,0.718284149,7.808
1,A,17,5/7/2010,9970,FALSE,22.52777778,0.748928121,7.808
1,A,17,6/4/2010,9212.09,FALSE,27.05,0.714585738,7.808
1,A,17,7/2/2010,9242.3,FALSE,27.17222222,0.70507554,7.787
1,A,17,8/6/2010,9851.77,FALSE,30.64444444,0.693980309,7.787
1,A,17,9/3/2010,10118.25,FALSE,27.33888889,0.6807717,7.787
1,A,17,10/1/2010,8648.02,FALSE,22.16111111,0.687640176,7.838
1,A,17,11/5/2010,9250.94,FALSE,14.85555556,0.710358984,7.838
1,A,17,12/3/2010,11045.34,FALSE,9.594444444,0.715378255,7.838
1,A,17,1/7/2011,8582.2,FALSE,9.038888889,0.786176398,7.742
1,A,18,2/5/2010,4729.5,FALSE,5.727777778,0.679450839,8.106
1,A,18,3/5/2010,634.61,FALSE,8.055555556,0.693451964,8.106
1,A,18,4/2/2010,17916.41,FALSE,16.81666667,0.718284149,7.808
1,A,18,5/14/2010,0.5,FALSE,23.76666667,0.753947393,7.808
1,A,18,6/4/2010,4.1,FALSE,27.05,0.714585738,7.808
1,A,18,8/20/2010,1,FALSE,30.36111111,0.703754679,7.787
1,A,18,9/3/2010,132,FALSE,27.33888889,0.6807717,7.787
1,A,18,10/1/2010,3389.42,FALSE,22.16111111,0.687640176,7.838
1,A,18,11/5/2010,12033.61,FALSE,14.85555556,0.710358984,7.838
1,A,18,12/3/2010,53845.12,FALSE,9.594444444,0.715378255,7.838
1,A,18,1/7/2011,5180.76,FALSE,9.038888889,0.786176398,7.742
1,A,18,7/1/2011,0.5,FALSE,29.75,0.930942751,7.962
1,A,19,2/5/2010,1947.05,FALSE,5.727777778,0.679450839,8.106
1,A,19,3/5/2010,1556.65,FALSE,8.055555556,0.693451964,8.106
1,A,19,4/2/2010,1514.32,FALSE,16.81666667,0.718284149,7.808
1,A,19,5/7/2010,1616.77,FALSE,22.52777778,0.748928121,7.808
1,A,19,6/4/2010,1106.84,FALSE,27.05,0.714585738,7.808
1,A,19,7/2/2010,1537.76,FALSE,27.17222222,0.70507554,7.787
1,A,19,8/6/2010,2169.9,FALSE,30.64444444,0.693980309,7.787
1,A,19,9/3/2010,1460.74,FALSE,27.33888889,0.6807717,7.787
1,A,19,10/1/2010,1583.2,FALSE,22.16111111,0.687640176,7.838
1,A,19,11/5/2010,1344.66,FALSE,14.85555556,0.710358984,7.838
1,A,19,12/3/2010,1616.77,FALSE,9.594444444,0.715378255,7.838
1,A,19,1/7/2011,955.71,FALSE,9.038888889,0.786176398,7.742
1,A,20,2/5/2010,5034.1,FALSE,5.727777778,0.679450839,8.106
1,A,20,3/5/2010,4215.67,FALSE,8.055555556,0.693451964,8.106
1,A,20,4/2/2010,3468.69,FALSE,16.81666667,0.718284149,7.808
1,A,20,5/7/2010,4249.64,FALSE,22.52777778,0.748928121,7.808
1,A,20,6/4/2010,7150.79,FALSE,27.05,0.714585738,7.808
1,A,20,7/2/2010,5958.02,FALSE,27.17222222,0.70507554,7.787
1,A,20,8/6/2010,4764.92,FALSE,30.64444444,0.693980309,7.787
1,A,20,9/3/2010,3985.35,FALSE,27.33888889,0.6807717,7.787
1,A,20,10/1/2010,3859.87,FALSE,22.16111111,0.687640176,7.838
1,A,20,11/5/2010,2961.74,FALSE,14.85555556,0.710358984,7.838
1,A,20,12/3/2010,2656.78,FALSE,9.594444444,0.715378255,7.838
1,A,20,1/7/2011,3218.91,FALSE,9.038888889,0.786176398,7.742
1,A,21,2/5/2010,8907.63,FALSE,5.727777778,0.679450839,8.106
1,A,21,3/5/2010,8275.44,FALSE,8.055555556,0.693451964,8.106
1,A,21,4/2/2010,8432.73,FALSE,16.81666667,0.718284149,7.808
1,A,21,5/7/2010,8356.06,FALSE,22.52777778,0.748928121,7.808
1,A,21,6/4/2010,8326.97,FALSE,27.05,0.714585738,7.808
1,A,21,7/2/2010,8662.48,FALSE,27.17222222,0.70507554,7.787
1,A,21,8/6/2010,7573.36,FALSE,30.64444444,0.693980309,7.787
1,A,21,9/3/2010,8664.27,FALSE,27.33888889,0.6807717,7.787
1,A,21,10/1/2010,7880.07,FALSE,22.16111111,0.687640176,7.838
1,A,21,11/5/2010,7608.28,FALSE,14.85555556,0.710358984,7.838
1,A,21,12/3/2010,8844.39,FALSE,9.594444444,0.715378255,7.838
1,A,21,1/7/2011,7716.16,FALSE,9.038888889,0.786176398,7.742
1,A,22,2/5/2010,13623.98,FALSE,5.727777778,0.679450839,8.106
1,A,22,3/5/2010,8219.49,FALSE,8.055555556,0.693451964,8.106
1,A,22,4/2/2010,7589.35,FALSE,16.81666667,0.718284149,7.808
1,A,22,5/7/2010,7175.17,FALSE,22.52777778,0.748928121,7.808
1,A,22,6/4/2010,7708.71,FALSE,27.05,0.714585738,7.808
1,A,22,7/2/2010,6785.55,FALSE,27.17222222,0.70507554,7.787
1,A,22,8/6/2010,7703.29,FALSE,30.64444444,0.693980309,7.787
1,A,22,9/3/2010,7244.16,FALSE,27.33888889,0.6807717,7.787
1,A,22,10/1/2010,8353.58,FALSE,22.16111111,0.687640176,7.838
1,A,22,11/5/2010,8085.19,FALSE,14.85555556,0.710358984,7.838
1,A,22,12/3/2010,9384.42,FALSE,9.594444444,0.715378255,7.838
1,A,22,1/7/2011,7742.97,FALSE,9.038888889,0.786176398,7.742
1,A,23,2/5/2010,24146.49,FALSE,5.727777778,0.679450839,8.106
1,A,23,3/5/2010,18993.69,FALSE,8.055555556,0.693451964,8.106
1,A,23,4/2/2010,18666.57,FALSE,16.81666667,0.718284149,7.808
1,A,23,5/7/2010,22172.27,FALSE,22.52777778,0.748928121,7.808
1,A,23,6/4/2010,28857.18,FALSE,27.05,0.714585738,7.808
1,A,23,7/2/2010,23137.32,FALSE,27.17222222,0.70507554,7.787
1,A,23,8/6/2010,22200.83,FALSE,30.64444444,0.693980309,7.787
1,A,23,9/3/2010,19045.76,FALSE,27.33888889,0.6807717,7.787
1,A,23,10/1/2010,18377.92,FALSE,22.16111111,0.687640176,7.838
1,A,23,11/5/2010,26416.48,FALSE,14.85555556,0.710358984,7.838
1,A,23,12/3/2010,24834.59,FALSE,9.594444444,0.715378255,7.838
1,A,23,1/7/2011,16955.3,FALSE,9.038888889,0.786176398,7.742
1,A,24,2/5/2010,8272.9,FALSE,5.727777778,0.679450839,8.106
1,A,24,3/5/2010,6885.9,FALSE,8.055555556,0.693451964,8.106
1,A,24,4/2/2010,7219.38,FALSE,16.81666667,0.718284149,7.808
1,A,24,5/7/2010,5675.4,FALSE,22.52777778,0.748928121,7.808
1,A,24,6/4/2010,6024.48,FALSE,27.05,0.714585738,7.808
1,A,24,7/2/2010,4608.04,FALSE,27.17222222,0.70507554,7.787
1,A,24,8/6/2010,10293.02,FALSE,30.64444444,0.693980309,7.787
1,A,24,9/3/2010,4759.52,FALSE,27.33888889,0.6807717,7.787
1,A,24,10/1/2010,5430.09,FALSE,22.16111111,0.687640176,7.838
1,A,24,11/5/2010,7834.13,FALSE,14.85555556,0.710358984,7.838
1,A,24,12/3/2010,8971.35,FALSE,9.594444444,0.715378255,7.838
1,A,24,1/7/2011,4858.97,FALSE,9.038888889,0.786176398,7.742
1,A,25,2/5/2010,11609.5,FALSE,5.727777778,0.679450839,8.106
1,A,25,3/5/2010,10345.5,FALSE,8.055555556,0.693451964,8.106
1,A,25,4/2/2010,14964.5,FALSE,16.81666667,0.718284149,7.808
1,A,25,5/7/2010,11446.25,FALSE,22.52777778,0.748928121,7.808
1,A,25,6/4/2010,13504.5,FALSE,27.05,0.714585738,7.808
1,A,25,7/2/2010,10504.25,FALSE,27.17222222,0.70507554,7.787
1,A,25,8/6/2010,8737.4,FALSE,30.64444444,0.693980309,7.787
1,A,25,9/3/2010,9170.32,FALSE,27.33888889,0.6807717,7.787
1,A,25,10/1/2010,8643.04,FALSE,22.16111111,0.687640176,7.838
1,A,25,11/5/2010,10713.05,FALSE,14.85555556,0.710358984,7.838
1,A,25,12/3/2010,10536.65,FALSE,9.594444444,0.715378255,7.838
1,A,25,1/7/2011,6747.11,FALSE,9.038888889,0.786176398,7.742
1,A,26,2/5/2010,11737.12,FALSE,5.727777778,0.679450839,8.106
1,A,26,3/5/2010,8772.65,FALSE,8.055555556,0.693451964,8.106
1,A,26,4/2/2010,9137.94,FALSE,16.81666667,0.718284149,7.808
1,A,26,5/7/2010,7994.2,FALSE,22.52777778,0.748928121,7.808
1,A,26,6/4/2010,7184.92,FALSE,27.05,0.714585738,7.808
1,A,26,7/2/2010,5552.42,FALSE,27.17222222,0.70507554,7.787
1,A,26,8/6/2010,6151.1,FALSE,30.64444444,0.693980309,7.787
1,A,26,9/3/2010,6357.16,FALSE,27.33888889,0.6807717,7.787
1,A,26,10/1/2010,8255.99,FALSE,22.16111111,0.687640176,7.838
1,A,26,11/5/2010,9601.7,FALSE,14.85555556,0.710358984,7.838
1,A,26,12/3/2010,8572.96,FALSE,9.594444444,0.715378255,7.838
1,A,26,1/7/2011,4010.16,FALSE,9.038888889,0.786176398,7.742
1,A,27,2/5/2010,2293,FALSE,5.727777778,0.679450839,8.106
1,A,27,3/5/2010,1467.5,FALSE,8.055555556,0.693451964,8.106
1,A,27,4/2/2010,934.5,FALSE,16.81666667,0.718284149,7.808
1,A,27,5/7/2010,966.75,FALSE,22.52777778,0.748928121,7.808
1,A,27,6/4/2010,827.52,FALSE,27.05,0.714585738,7.808
1,A,27,7/2/2010,849.69,FALSE,27.17222222,0.70507554,7.787
1,A,27,8/6/2010,1317.52,FALSE,30.64444444,0.693980309,7.787
1,A,27,9/3/2010,867.29,FALSE,27.33888889,0.6807717,7.787
1,A,27,10/1/2010,1042.3,FALSE,22.16111111,0.687640176,7.838
1,A,27,11/5/2010,1654.8,FALSE,14.85555556,0.710358984,7.838
1,A,27,12/3/2010,2385.59,FALSE,9.594444444,0.715378255,7.838
1,A,27,1/7/2011,1562.57,FALSE,9.038888889,0.786176398,7.742
1,A,28,2/5/2010,1085.29,FALSE,5.727777778,0.679450839,8.106
1,A,28,3/5/2010,1002.2,FALSE,8.055555556,0.693451964,8.106
1,A,28,4/2/2010,995.36,FALSE,16.81666667,0.718284149,7.808
1,A,28,5/7/2010,773.22,FALSE,22.52777778,0.748928121,7.808
1,A,28,6/4/2010,483.93,FALSE,27.05,0.714585738,7.808
1,A,28,7/2/2010,446.76,FALSE,27.17222222,0.70507554,7.787
1,A,28,8/6/2010,532.59,FALSE,30.64444444,0.693980309,7.787
1,A,28,9/3/2010,406.39,FALSE,27.33888889,0.6807717,7.787
1,A,28,10/1/2010,741.36,FALSE,22.16111111,0.687640176,7.838
1,A,28,11/5/2010,857.28,FALSE,14.85555556,0.710358984,7.838
1,A,28,12/3/2010,731.31,FALSE,9.594444444,0.715378255,7.838
1,A,28,1/7/2011,656.29,FALSE,9.038888889,0.786176398,7.742
1,A,29,2/5/2010,7024.95,FALSE,5.727777778,0.679450839,8.106
1,A,29,3/5/2010,5306.7,FALSE,8.055555556,0.693451964,8.106
1,A,29,4/2/2010,4143.54,FALSE,16.81666667,0.718284149,7.808
1,A,29,5/7/2010,5277.46,FALSE,22.52777778,0.748928121,7.808
1,A,29,6/4/2010,4062.22,FALSE,27.05,0.714585738,7.808
1,A,29,7/2/2010,5222.08,FALSE,27.17222222,0.70507554,7.787
1,A,29,8/6/2010,5511.97,FALSE,30.64444444,0.693980309,7.787
1,A,29,9/3/2010,4892.98,FALSE,27.33888889,0.6807717,7.787
1,A,29,10/1/2010,3425.58,FALSE,22.16111111,0.687640176,7.838
1,A,29,11/5/2010,5087.02,FALSE,14.85555556,0.710358984,7.838
1,A,29,12/3/2010,5539.2,FALSE,9.594444444,0.715378255,7.838
1,A,29,1/7/2011,4993.4,FALSE,9.038888889,0.786176398,7.742
1,A,30,2/5/2010,5491,FALSE,5.727777778,0.679450839,8.106
1,A,30,3/5/2010,4360.5,FALSE,8.055555556,0.693451964,8.106
1,A,30,4/2/2010,4278.26,FALSE,16.81666667,0.718284149,7.808
1,A,30,5/7/2010,5308.69,FALSE,22.52777778,0.748928121,7.808
1,A,30,6/4/2010,4230.56,FALSE,27.05,0.714585738,7.808
1,A,30,7/2/2010,4124.82,FALSE,27.17222222,0.70507554,7.787
1,A,30,8/6/2010,4505.88,FALSE,30.64444444,0.693980309,7.787
1,A,30,9/3/2010,3485.88,FALSE,27.33888889,0.6807717,7.787
1,A,30,10/1/2010,3257.42,FALSE,22.16111111,0.687640176,7.838
1,A,30,11/5/2010,2915,FALSE,14.85555556,0.710358984,7.838
1,A,30,12/3/2010,2830.96,FALSE,9.594444444,0.715378255,7.838
1,A,30,1/7/2011,2785.92,FALSE,9.038888889,0.786176398,7.742
1,A,31,2/5/2010,3455.92,FALSE,5.727777778,0.679450839,8.106
1,A,31,3/5/2010,2595.8,FALSE,8.055555556,0.693451964,8.106
1,A,31,4/2/2010,1601,FALSE,16.81666667,0.718284149,7.808
1,A,31,5/7/2010,2117.3,FALSE,22.52777778,0.748928121,7.808
1,A,31,6/4/2010,1864.96,FALSE,27.05,0.714585738,7.808
1,A,31,7/2/2010,1581.34,FALSE,27.17222222,0.70507554,7.787
1,A,31,8/6/2010,3989.01,FALSE,30.64444444,0.693980309,7.787
1,A,31,9/3/2010,2805.56,FALSE,27.33888889,0.6807717,7.787
1,A,31,10/1/2010,1915.08,FALSE,22.16111111,0.687640176,7.838
1,A,31,11/5/2010,2618.32,FALSE,14.85555556,0.710358984,7.838
1,A,31,12/3/2010,3199.9,FALSE,9.594444444,0.715378255,7.838
